Convoluting,Convoluted
Debouching,Debouched
Bushelling,Bushelled
Dining,Dined
Feeling,Felt
Relating,Related
Fancying,Fancied
Dinting,Dinted
Notifying,Notified
Wenching,Wenched
Blanking,Blanked
Moaning,Moaned
Storying,Storied
Scripting,Scripted
Interacting,Interacted
Griming,Grimed
Collaring,Collared
Swarming,Swarmed
Storming,Stormed
Swarthing,Swarthed
Moating,Moated
Syruping,Syruped
Embusing,Embused
Storing,Stored
Redistributing,Redistributed
Fidgeting,Fidgeted
Rifling,Rifled
Officiating,Officiated
Throttling,Throttled
Denazifying,Denazified
Doubling,Doubled
Countercharging,Countercharged
Medicating,Medicated
Stalling,Stalled
Cuffing,Cuffed
Parenthesizing,Parenthesized
Staling,Staled
Amassing,Amassed
Sectionalizing,Sectionalized
Exerting,Exerted
Strengthening,Strengthened
Redintegrating,Redintegrated
Ingulfing,Ingulfed
Galling,Galled
Remodeling,Remodeled
Toughening,Toughened
Humanizing,Humanized
Over-heating,Overheated
Recentralizing,Recentralized
Effing,Effed
Buffing,Buffed
Gilling,Gilled
Populating,Populated
Nonsuiting,Nonsuited
Customizing,Customized
Pillaging,Pillaged
Inconveniencing,Inconvenienced
Reaching,Reached
Circumfusing,Circumfused
Palpating,Palpated
Psychoanalyzing,Psychoanalyzed
Disbarring,Disbarred
Preexisting,Preexisted
Destructing,Destructed
Devaluing,Devalued
Notching,Notched
Liberating,Liberated
Scaffolding,Scaffolded
Niggling,Niggled
Unclosing,Unclosed
Bartering,Bartered
Divulgating,Divulgated
Cinchonizing,Cinchonized
Uniforming,Uniformed
Whiffling,Whiffled
Aggravating,Aggravated
Predeceasing,Predeceased
Moseying,Moseyed
Frivolling,Frivolled
Betraying,Betrayed
Shepherding,Shepherded
Hitting,Hit
Invoking,Invoked
Babbling,Babbled
Abscising,Abscised
Affrighting,Affrighted
Whistling,Whistled
Coting,Coted
Hying,Hied
Capacitating,Capacitated
Unbelting,Unbelted
Deadening,Deadened
Reprinting,Reprinted
Banqueting,Banqueted
Investigating,Investigated
Push-starting,Push-started
Cringing,Cringed
Tourneying,Tourneyed
Signifying,Signified
Dumping,Dumped
Upsurging,Upsurged
Resinating,Resinated
Arcking,Arcked
Baring,Bared
Barding,Barded
Barking,Barked
Arming,Armed
Visualizing,Visualized
Blurting,Blurted
Half-volleying,Half-volleyed
Misjudging,Misjudged
Enwrapping,Enwrapped
Cyclostyling,Cyclostyled
Soloing,Soloed
Derestricting,Derestricted
Serializing,Serialized
Imbibing,Imbibed
Soling,Soled
Pinchhitting,Pinchhit
Outfitting,Outfitted
Yorking,Yorked
Succeeding,Succeeded
Franchising,Franchised
Preluding,Preluded
Bronzing,Bronzed
Licensing,Licensed
Overseeing,Oversaw
Interrogating,Interrogated
Entertaining,Entertained
Depredating,Depredated
Attorning,Attorned
Sheathing,Sheathed
Residing,Resided
Distressing,Distressed
Chaperoning,Chaperoned
Whelping,Whelped
Sweeping,Swept
Harbouring,Harboured
Whelming,Whelmed
Raving,Raved
Bolstering,Bolstered
Declining,Declined
Sieving,Sieved
Dunning,Dunned
Dibbling,Dibbled
Overlooking,Overlooked
Whopping,Whopped
Stravaiging,Stravaiged
Dupping,Dupped
Bricking,Bricked
Piing,Pied
Exculpating,Exculpated
Refereeing,Refereed
Flighting,Flighted
Keratinizing,Keratinized
Dropouting,Dropouted
Heel-and-toeing,Heel-and-toed
Cinching,Cinched
Demanding,Demanded
Heightening,Heightened
Australianizing,Australianized
Shoving,Shoved
Batching,Batched
Bodging,Bodged
Corroding,Corroded
Barricading,Barricaded
Bedizening,Bedizened
Putrefying,Putrefied
Mordanting,Mordanted
Demobbing,Demobbed
Wauling,Wauled
Ripping,Ripped
Rimming,Rimmed
Impersonating,Impersonated
Quailing,Quailed
Ridding,Ridded
Anguishing,Anguished
Chauffeuring,Chauffeured
Shirring,Shirred
Unvoicing,Unvoiced
Shiring,Shired
Stickling,Stickled
Advising,Advised
Slivering,Slivered
Overcropping,Overcropped
Chequering,Chequered
Nitrogenizing,Nitrogenized
Negotiating,Negotiated
Cementing,Cemented
Impeding,Impeded
Birching,Birched
Brocading,Brocaded
Lowering,Lowered
Earmarking,Earmarked
Cheeking,Cheeked
Cheeping,Cheeped
Cheering,Cheered
Edging,Edged
Reflecting,Reflected
Riffling,Riffled
Cohobating,Cohobated
Frizzing,Frizzed
Squaredancing,Squaredanced
Immingling,Immingled
Endeavouring,Endeavoured
Knotting,Knotted
Prorating,Prorated
Foreshortening,Foreshortened
Predetermining,Predetermined
Drycleaning,Drycleaned
Reinstating,Reinstated
Vindicating,Vindicated
Advocating,Advocated
Conscripting,Conscripted
Awakening,Awakened
Rotating,Rotated
Confronting,Confronted
Ignoring,Ignored
Moralizing,Moralized
Distrusting,Distrusted
Enticing,Enticed
Cohabiting,Cohabited
Transmuting,Transmuted
Hallmarking,Hallmarked
Embroiling,Embroiled
Emanating,Emanated
Incriminating,Incriminated
Littering,Littered
Uppercutting,Uppercut
Clowning,Clowned
Vacating,Vacated
Ratooning,Ratooned
Modernizing,Modernized
Retrying,Retried
Debriefing,Debriefed
Propping,Propped
Inoculating,Inoculated
Progging,Progged
Prodding,Prodded
Shending,Shent
Roughcasting,Roughcast
Sanforizing,Sanforized
Tinkering,Tinkered
Metallizing,Metallized
Caseating,Caseated
Anagrammatizing,Anagrammatized
Rowing,Rowed
Proving,Proved
Vesturing,Vestured
Ranging,Ranged
Apperceiving,Apperceived
Wannaing,Wannaed
Degreasing,Degreased
Underrating,Underrated
Curtsying,Curtsied
Numerating,Numerated
Canalling,Canalled
Gouging,Gouged
Scrunching,Scrunched
Acquiescing,Acquiesced
Questioning,Questioned
Deepfreezing,Deepfrozen
Fasting,Fasted
Fashing,Fashed
Etching,Etched
Sloganeering,Sloganeered
Counterpoising,Counterpoised
Plunging,Plunged
Cranking,Cranked
Usurping,Usurped
Uprighting,Uprighted
Craning,Craned
Supercooling,Supercooled
Showcasing,Showcased
Mystifying,Mystified
Hushing,Hushed
Consisting,Consisted
Seizing,Seized
Eliding,Elided
Redressing,Redressed
Highlighting,Highlighted
Estivating,Estivated
Desorbing,Desorbed
Steepening,Steepened
Freaking,Freaked
Subletting,Sublet
Photomapping,Photomapped
Rallying,Rallied
Facingoff,Facedoff
Peaching,Peached
Peacing,Peaced
Intwining,Intwined
Nicking,Nicked
Disenchanting,Disenchanted
Caparisoning,Caparisoned
Fermenting,Fermented
Buddling,Buddled
Mocking,Mocked
Teaselling,Teaselled
Chirming,Chirmed
Inflaming,Inflamed
Chirring,Chirred
Puncturing,Punctured
Assibilating,Assibilated
Wrinkling,Wrinkled
Sightseeing,Sightsaw
Relaunching,Relaunched
Agisting,Agisted
Skydiving,Skydived
Transilluminating,Transilluminated
Liquefying,Liquefied
Remitting,Remitted
Rehearing,Reheard
Buffaloing,Buffaloed
Peculating,Peculated
Perverting,Perverted
Overwinding,Overwound
Dispelling,Dispelled
Ganging,Ganged
Upholding,Upheld
Exterminating,Exterminated
Cradling,Cradled
Repackaging,Repackaged
Ironizing,Ironized
Breaching,Breached
Including,Included
Ragging,Ragged
Ladling,Ladled
Ghostwriting,Ghostwrote
Sandcasting,Sandcast
Elutriating,Elutriated
Spooring,Spoored
Spooling,Spooled
Spooning,Spooned
Foretelling,Foretold
Photocomposing,Photocomposed
Spooking,Spooked
Spoofing,Spoofed
Coveringup,Coveredup
Posturing,Postured
Bedecking,Bedecked
Diazotizing,Diazotized
Extenuating,Extenuated
Sleaving,Sleaved
Kittling,Kittled
Outdoing,Outdid
Unchaining,Unchained
Misplaying,Misplayed
Miscalling,Miscalled
Hindering,Hindered
Smirching,Smirched
Vittling,Vittled
Reinsuring,Reinsured
Pleating,Pleated
Chastising,Chastised
Trawling,Trawled
Processioning,Processioned
Folding,Folded
Marinading,Marinaded
Interosculating,Interosculated
Concelebrating,Concelebrated
Folking,Folked
Outsmarting,Outsmarted
Spelunking,Spelunked
Insouling,Insouled
Attiring,Attired
Relocating,Relocated
Kangarooing,Kangarooed
Soughing,Soughed
Swooshing,Swooshed
Exploring,Explored
Gloating,Gloated
Thumbindexing,Thumbindexed
Scunnering,Scunnered
Trivializing,Trivialized
Opiating,Opiated
Subediting,Subedited
Largening,Largened
Requiting,Requited
Ruining,Ruined
Shovelling,Shovelled
Blethering,Blethered
Spying,Spied
Forbidding,Forbade
Dichotomizing,Dichotomized
Sandbagging,Sandbagged
Motoring,Motored
Ducking,Ducked
Applying,Applied
Deputing,Deputed
Redoing,Redid
Aping,Aped
,Fed
Feeing,Feed
Streaming,Streamed
Birdliming,Birdlimed
Doodling,Doodled
Obelizing,Obelized
Frogging,Frogged
Procrastinating,Procrastinated
Overmanning,Overmanned
Dishevelling,Dishevelled
Sluing,Slued
Sanitizing,Sanitized
Sorting,Sorted
Pitterpattering,Pitterpattered
Detailing,Detailed
Impressing,Impressed
Underdraining,Underdrained
Cooperating,Cooperated
Tallyhoing,Tallyhoed
Rabbiting,Rabbited
Recounting,Recounted
Sorning,Sorned
Hand-knitting,Hand-knitted
Annoying,Annoyed
Fraternizing,Fraternized
Augmenting,Augmented
Saddling,Saddled
Octupling,Octupled
Regaling,Regaled
Dissolving,Dissolved
Proofing,Proofed
Tatting,Tatted
Tawing,Tawed
Patrolling,Patrolled
Tarring,Tarred
Taxing,Taxed
Cricking,Cricked
Tagging,Tagged
Condescending,Condescended
Wizening,Wizened
Tanning,Tanned
Raping,Raped
Counterfeiting,Counterfeited
Sipping,Sipped
Japing,Japed
Sitting,Sat
Tampering,Tampered
Outclassing,Outclassed
Patronizing,Patronized
Sicking,Sicked
Crutching,Crutched
Resurging,Resurged
Panicking,Panicked
Sinning,Sinned
Exemplifying,Exemplified
Underfeeding,Underfed
Attending,Attended
Perjuring,Perjured
Discomforting,Discomforted
Abusing,Abused
Crossquestioning,Crossquestioned
Crossfertilizing,Crossfertilized
Lighting,Lighted
Budging,Budged
Melodizing,Melodized
Acetifying,Acetified
Re-serving,Reserved
Retrogressing,Retrogressed
Windrowing,Windrowed
Beguiling,Beguiled
Wawaing,Wawaed
Quaking,Quaked
Double-timing,Double-timed
Wawling,Wawled
Badgering,Badgered
Writing,Wrote
Complicating,Complicated
Inletting,Inlet
Reeving,Reeved
Letching,Letched
Stridulating,Stridulated
Flanking,Flanked
Restraining,Restrained
Choosing,Chose
Underpinning,Underpinned
Holidaying,Holidayed
Flexing,Flexed
Crashing,Crashed
Reentering,Reentered
Flouring,Floured
Practicing,Practiced
Flouting,Flouted
Precessing,Precessed
Fingerprinting,Fingerprinted
Liquifying,Liquified
Fleeing,Fled
Parasitizing,Parasitized
Impowering,Impowered
Editing,Edited
Feasting,Feasted
Fuzzing,Fuzzed
Fiddling,Fiddled
Trapping,Trapped
Cocooning,Cocooned
Stithying,Stithied
Bogying,Bogied
Sojourning,Sojourned
Interfusing,Interfused
Tabulating,Tabulated
Outing,Outed
Afrikanerizing,Afrikanerized
Efflorescing,Effloresced
Notarizing,Notarized
Disarraying,Disarrayed
Superintending,Superintended
Clattering,Clattered
Imparting,Imparted
Sacrificing,Sacrificed
Disclosing,Disclosed
Softpedalling,Softpedalled
Enfranchising,Enfranchised
Imploding,Imploded
Planishing,Planished
Rejoicing,Rejoiced
Tenanting,Tenanted
Overtaking,Overtook
Substantiating,Substantiated
Outmanning,Outmanned
Uprooting,Uprooted
Boondoggling,Boondoggled
Rubbernecking,Rubbernecked
Echoing,Echoed
Colloguing,Collogued
Overproducing,Overproduced
Glistening,Glistened
Overtrumping,Overtrumped
Liquating,Liquated
Accenting,Accented
Glistering,Glistered
Boiling,Boiled
Shelling,Shelled
Shallowing,Shallowed
Simulating,Simulated
Diminishing,Diminished
Commencing,Commenced
Vilipending,Vilipended
Eloping,Eloped
Ko'ing,Ko'ed
Featherstitching,Featherstitched
Brazening,Brazened
Elongating,Elongated
Sculpturing,Sculptured
Encoring,Encored
Repositing,Reposited
Crucifying,Crucified
Clipping,Clipped
Fowling,Fowled
Splattering,Splattered
Blipping,Blipped
Unknitting,Unknitted
Outstripping,Outstripped
Disjointing,Disjointed
Luminescing,Luminesced
Angling,Angled
Informing,Informed
Routing,Routed
Invigilating,Invigilated
Rouping,Rouped
Loping,Loped
Depraving,Depraved
Diverting,Diverted
Outpouring,Outpoured
Combating,Combated
Quitclaiming,Quitclaimed
Invocating,Invocated
Filching,Filched
Writhening,Writhened
Delving,Delved
Classing,Classed
Clasping,Clasped
Tincting,Tincted
Discouraging,Discouraged
Refracting,Refracted
Denting,Dented
Piping,Piped
Quickfreezing,Quickfroze
Intercrossing,Intercrossed
Stoving,Stoved
Swizzling,Swizzled
Betaking,Betook
Complotting,Complotted
Fearing,Feared
Debating,Debated
Vesicating,Vesicated
Succouring,Succoured
Manacling,Manacled
Filiating,Filiated
Reminiscing,Reminisced
Freeloading,Freeloaded
Re-echoing,Re-echoed
Heralding,Heralded
Inhabiting,Inhabited
Outselling,Outsold
Prosecuting,Prosecuted
Winterizing,Winterized
Cubing,Cubed
Toppling,Toppled
Skimping,Skimped
Doping,Doped
Massacring,Massacred
Blaring,Blared
Penetrating,Penetrated
Isochronizing,Isochronized
Swindling,Swindled
Anatomizing,Anatomized
Cottering,Cottered
Bisecting,Bisected
Postiling,Postiled
Complimenting,Complimented
Ascertaining,Ascertained
Editorializing,Editorialized
Viewing,Viewed
Premissing,Premissed
Ebbing,Ebbed
Expelling,Expelled
Grieving,Grieved
Gerrymandering,Gerrymandered
Crossruffing,Crossruffed
Lapidating,Lapidated
Stilling,Stilled
Closeting,Closeted
Enamouring,Enamoured
Diverging,Diverged
Torpedoing,Torpedoed
Whipstitching,Whipstitched
Flitching,Flitched
Avowing,Avowed
Jotting,Jotted
Overdeveloping,Overdeveloped
Joying,Joyed
Crossexamining,Crossexamined
Uprousing,Uproused
Jobbing,Jobbed
Joggling,Joggled
Depolymerizing,Depolymerized
Spoiling,Spoilt
Jogging,Jogged
Stuccoing,Stuccoed
Outshooting,Outshot
Disestablishing,Disestablished
Demulsifying,Demulsified
Graining,Grained
Side-slipping,Sideslipped
Retrograding,Retrograded
Tousling,Tousled
Canopying,Canopied
Waling,Waled
Dementing,Demented
Munitioning,Munitioned
Walling,Walled
Immunizing,Immunized
Walking,Walked
Subscribing,Subscribed
Coddling,Coddled
Predestinating,Predestinated
Autolyzing,Autolyzed
Trademarking,Trademarked
Enchaining,Enchained
Tutoring,Tutored
Catechizing,Catechized
Miking,Miked
Nickelling,Nickelled
Tapping,Tapped
Twinging,Twinged
Overturing,Overtured
Nickering,Nickered
Overturning,Overturned
Presenting,Presented
Twisting,Twisted
Corseting,Corseted
Sanctifying,Sanctified
Wilting,Wilted
Alining,Alined
Willing,Willed
Ensconcing,Ensconced
Wiling,Wiled
Renaming,Renamed
Hobbyhorsing,Hobbyhorsed
Layering,Layered
Apprehending,Apprehended
Restructuring,Restructured
Disapproving,Disapproved
Thudding,Thudded
Deepfrying,Deepfried
Whoring,Whored
Hocusing,Hocused
Vintaging,Vintaged
Subcontracting,Subcontracted
Crossing,Crossed
Uniting,United
Clinkering,Clinkered
Scamping,Scamped
Maculating,Maculated
Slaving,Slaved
Reclining,Reclined
Disagreeing,Disagreed
Pestling,Pestled
Pedaling,Pedaled
Whaling,Whaled
Lobbying,Lobbied
Guttering,Guttered
Splinting,Splinted
Stablishing,Stablished
Overworking,Overworked
Perpetrating,Perpetrated
Scissoring,Scissored
Demonizing,Demonized
Haling,Haled
Outgrowing,Outgrew
Eructing,Eructed
Rocketing,Rocketed
Obtaining,Obtained
Replenishing,Replenished
Mythicizing,Mythicized
Distending,Distended
Smiting,Smited
Consoling,Consoled
Reprehending,Reprehended
Supplying,Supplied
Skying,Skied
Haloing,Haloed
Jauping,Jauped
Rescinding,Rescinded
Skiing,Skied
Empoisoning,Empoisoned
Enacting,Enacted
Knobbing,Knobbed
Te-heeing,Te-heed
Quartersawing,Quartersawed
Masquerading,Masqueraded
Straightarming,Straightarmed
Terming,Termed
Cwtching,Cwtched
Overmastering,Overmastered
Knowing,Knew
Exsanguinating,Exsanguinated
Pressing,Pressed
Redesigning,Redesigned
Hollowing,Hollowed
Mongrelizing,Mongrelized
Callipering,Callipered
Unthroning,Unthroned
Hitchhiking,Hitchhiked
Apostrophizing,Apostrophized
Exceeding,Exceeded
Tumbling,Tumbled
Hollering,Hollered
Earwigging,Earwigged
Leafing,Leafed
Leading,Led
Leaking,Leaked
Skelping,Skelped
Leaning,Leant
Thanking,Thanked
Handfasting,Handfasted
Leaping,Leapt
Belting,Belted
Locating,Located
Obeying,Obeyed
Slurring,Slurred
Foredoing,Foredid
Lower-casing,Lower-cased
Slumming,Slummed
Pasting,Pasted
Slugging,Slugged
Rewarding,Rewarded
Throning,Throned
Piking,Piked
Thronging,Thronged
Inclining,Inclined
Lingering,Lingered
Surging,Surged
Swearing,Swore
Sweawaying,Sweawayed
Prestressing,Prestressed
Bugling,Bugled
Owning,Owned
Owing,Owed
Cockering,Cockered
Champing,Champed
Brushing,Brushed
Outdating,Outdated
Negating,Negated
Gurgling,Gurgled
Stellifying,Stellified
Limning,Limned
Single-tonguing,Single-tongued
Transferring,Transferred
Spiralling,Spiralled
Overtiming,Overtimed
Unreasoning,Unreasoned
Dynamiting,Dynamited
Vatting,Vatted
Nourishing,Nourished
Shanking,Shanked
Unwrapping,Unwrapped
Muttering,Muttered
Assailing,Assailed
Squeezing,Squeezed
Goosing,Goosed
Emboldening,Emboldened
Receding,Receded
Distracting,Distracted
Retooling,Retooled
Recording,Recorded
Supplanting,Supplanted
Caking,Caked
Demonstrating,Demonstrated
Hornswoggling,Hornswoggled
Bewailing,Bewailed
Affranchising,Affranchised
Nobbling,Nobbled
Marooning,Marooned
Happening,Happened
Immobilizing,Immobilized
Wimpling,Wimpled
Glinting,Glinted
Booting,Booted
Portioning,Portioned
Tessellating,Tessellated
Booking,Booked
Booming,Boomed
Branching,Branched
Disproportioning,Disproportioned
Reputing,Reputed
Boobing,Boobed
Pantomiming,Pantomimed
Lancing,Lanced
Junking,Junked
Mulching,Mulched
Auscultating,Auscultated
Frustrating,Frustrated
Mulcting,Mulcted
Squeaking,Squeaked
Squealing,Squealed
Extorting,Extorted
Sassing,Sassed
Unbridling,Unbridled
Jewelling,Jewelled
Understanding,Understood
Sashing,Sashed
Inspanning,Inspanned
